review,rating
"Styling:pesanan sudah mendarat dengan selamat..
Kualitas:hmmm kwalitas gak banget ğŸ¤­
Pas untuk Acara:malu makai nya ğŸ¤­",1
"Sedikit kecewa di pesan abu2 kok yg datang warna hitam,",0
"Kualitas:jelek
Styling:jelek

Tidak sesuai harga bahanx tipis dan jelek",-1
"Kenyamanan:bahannya tipis terawang ğŸ¤£
Saran Tampilan:celananya terlalu pas banget klau mau duduk takut sobek",0
"Pas untuk Acara:bagus
Saran Tampilan:bagus
Kualitas:bagus

Alhamdulillah amanah",1
"Kenyamanan:tidak sesuai do gambar
Sepadan dengan Uang:kainya tipis, tidak sesuai dengan uang",0
Hanya saja pengemasan nya berantakan didalem nya lipatan nya gak rapi,1
"Kualitas:Kain tipis
Kenyamanan:kurang

pesanan gk sesuai",1
"Pas untuk Acara : di rumah
Kualitas:kurang tidak sesuai order warnanya

Kecewa gk sesuai ekspetasi dan gk sesuai warna yg saya order",-1
Bahan lumayan bagus tpi kecewa siii yg d psan warna army yg DTG Mala warna ungu,0
Tampilan:bahannya  sesuai lah harga 20ribuan,-1
"Maaf y sblumnya,Kirain kaya toko sblumnya aq beli,mw coba toko deket eh ga sesuai kaya baju untuk anak2, padahal mw jd langganan,,nyesel,,baju nya aq kasih orng",0
"Warna:tdk sesuai dng yg diposting diberanda, agak kecewa sih, tapi ush terlanjur dipesan",-1
"Kecewa di gambar bahan cringkle,, datang bahan ny kaya gitu",0
Tampilan:bagus baget sesui d foto,0
"Tampilan:jelek
Warna:ok",-1
Tampilan:bahan sesuai pesan nya celana datang nya rok tidak amanah,-1
Gjeas bangtbsiii ulasan udh di terimanya barang ya Lom di terima aneh,-1
"Pket smpai.. Lama.. 
Brang datang cacat robek sngat kecewa. 
Jgn cri duit klo juaalan.. Cari berkah.. Jgn nipu orang.. Gara gara mnipu orang.. Planggan smua pergi.. Kecewa.. Mnaa tipis kcil..... Sngat kecewa. Dan kecewa blnja ditoko ini",2
"Receh bgt ya,
Tumben ya produknya Shopee tdk berkwalitas gini? 
ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­
Ini produk tdk layak pake sm skli ya..... 
Mn kwaliti kontrolnya.",2
Barang sampai tapi cacat jahitan nya jelek sobek tapi sdhlah barang  murahan juga harap maklum,2
Bajunya ok sih...tp sobek...sebenernya suka tp jadi kurang suka karena sobek..trs ada nodanya dibelakang,2
"Tampilan:bagus
Warna:bagus

maaf ya kak saya kasih bintanhlg 1 karena tidak sesuai diskripsi, katanya bahan flanel ini yabg dateng jersey tipiiiis banget menerawang, jahitan tidak rapi, benang dan kainnya beda warna",1
"Ukuran XL kecil banget ,Bahan Jga tipis Gak sesuai banget ,nyesel deh dah bli",1
"Paket datang dgn baik 
Cmn bahannya tipis dan terawang jd hrs pakai daleman ğŸ‘•
Cmn gk papa lah makasih ya",2
"Maaf kasih bintang 1 kain sih lumayan buat harga segitu, gak realpict banget jaitan banyak rijek bolong amburadul
Lain kali kejelasan bahan dan jaitan diperbaiki lagi",2
"Gak sesuai ekspektasi, ukuran kecil ga muat di badan dan jauh banget bedanya sama di foto. Padahal badan aku terbilang kecil dan kurus tapi tetap aja ga muat, jauh banget. Itumah kaya baju buat anak kecil usia 5 tahun",2
Gw beli 2 pcs yang satunya bolong di bagian keteknya kecewa bngt pdhl itu orderan orang rugi bngt gw ukuran kecil dan kainnya nerawang kecewa bngt gw ğŸ˜Œ,1
"Tl0l gmn si masak ukuran nya ngk ada pas sampe mlh seukuran anak SD ngk jelas banget si ,jangan beli d SNI ngk jls barang nya",1
Kainnya tipis banget mana kekecilan lagi pas sy pakaiğŸ˜beda banget sama iklan tapi AP boleh buat mau nggak mau harus di ambil.mksih.,1
"Warna:no belike
Tampilan:gak oke

Ah nyesel x beliknya bahanya tipis kayak saringan teh
Uda gitu kurirnya perkara 1.000 aja pun dipermasalahkan",1
"Masya Allah ajj yaa Bahan nya super super tipis, apa hrga nya yg emang murah bgt smpai segitu nya juga tipis.",2
"Pengiriman  sangat berbeda dengan foto nya,ukurannya kecil sekali,udh saya pilih metode ukuran nya XL kenapa ukuranya s",2
"Kecewa sangat baju sangat2 jelek,. 
Seperti kain lap,. Jahit tdk rapi makanya tidak dikasih nampak baju,.",2
"Kecewa ,tidak sesuai pesanan baju kecil ,pendek,dan robek juga dekat pungung nya",2
"Bahan kasar dan tipis, tidak sesuai diskripsi. 
Kl dipake kainnya panas banget.",2
"Bahan nya  kurang bagus,  baju nya tidak sesuai yang kita ingin kan",1
"Tampilan:bahan tipis ngak kayak di foto kelihatan tebal
Warna:cocok",1
Serius gak cukup sama ukuran badan pliss bahan nya tipis mau nangis gilak,1
Baju tidak sesuai ekspetasi terlalu kecil dan bahannya tipis bgt looooohğŸ™,1
Apaan jelek kli pun baju nya yah sesuai si dngn harganya  terimakasih,1
"Pengiriman lambat sangattt,bajunya tipis tapi sesuai lah dengan harga",2
Kualitas produk kurang baik tapi ya sama dengan harga nya,2
Tampilan:tidak sesuai ekspektasi,2
"bahan tipis , jaitan kurang rapi ,bolong  lagi",1
"Jahitan ga rapi,kain tipis, baju nya bolong",1
Kecil banget baju nya kayak baju bayi sumpah ga sempet moto sih langsung ku kasih ke ponaan,2
Jeleeek bngt...udh kya elap...jeleek bngt bhanny..kecewaaa bngt beliny,1
Bahannya tipis banget ga sesuai sama gambar sedih dan kecewa banget ğŸ˜–ğŸ˜–,2
"Tampilan:bahan tipis cocok la untuk harga segitu

ğŸ‘",2
Katanya flanel ternyata bahannya kaya kaos bola tpis,1
produk tidak sesuai gambar sungguh mengecewakan sekali,1
Ah tipis lebih Kaya anak SD,1
Bahan terlalu tipis cocok lh dgn hargağŸ˜€,1
"Tampilan:bagus
Warna:cantik sih",2
Kirain kain nya tebel kayak di fto,2
Gak sesuai ukuran.malah ke kecilan,2
"Produk sesuai harga, mantap lah",2
Bahan tipis uda gitu gak sesuai,2
Bahan tipis talinya g ada .,1
Lama bangettt pengirimannya tp gpp,2
Tipis banget nyesel,2
Yyyuuiiooooooooookmmnnhhgfss HIV green HIV USB hub green HIV green HIV green hub gan gin tren HIV greenhjjjbbvgjn,1
Nyesel beli disini tipis dia aku kekecilan kecewa pokoknyağŸ˜­,2
Bahannya tipis banget,2
Tampilan:ko tipis ya bahan nya sesuai si sama harga,2
"Tampilan:tidak sesui dengan di  gambar banyak yg robek""",1
Pesan abu abu datengnya ungu,1
"Sepadan dengan Uang:sesuai harga ...tapi GC sama dengan contoh ..
Pas untuk Acara:untuk sehari hari
Kualitas:sesuai harga ...tapi jahitannya GC rapi banyak yg lepas

Lengan nya terlalu ke bawah ...kurang menarik menurut aqw",1
"Bahan tipis banget, di aku nerawang, terus kecil lagi",2
Kurang,1
mayan.,2
"Pas untuk Acara:apa sja

Bahan tipis",2
Tampilan:najis tipisss JANGAN DIBELI GASESUAI,1
Warna:celananya bagus yg saya tidak suka dengan bahan bajunya kaya bahan payung â˜”,1
Bajunya bahan panas. Celananya bagus . Gambar sesuai sama di foto,1
Kain bajunya jelek dan celananya agak kekecilan sama saya,2
,2
"Warnanya sama, masalah kecocokan foto dll ga peduli, tapi bahan bajunya yg tulisan di deskripsi ""blouse"" BOHONG BAHANNYA ITU PARASUT, lo taukan parasut kek gimana? kena ujan kek bunyi kresek.

Bahan bajunya tertulis blouse?
Bohong banget, bahan parasut.

Celananya yg blouse, bisa bedain gak?

kalau nyuruh return males gue, ribet.


Kalau protes karena gw ngasih bintang 2, lo perbaikin dulu tuh deskripsinya, aneh!!",2
"Kenyamanan:TDK nyaman
Pas untuk Acara:TDK pass untuk acaraa
Saran Tampilan:gk bguss

Gk baguss ajg bajunyaaa kek kerasss,bngt apalagi celananya tipiss bngtt kebuang uang aku 65 ribuuu belum lagi diomelin am mama pokonya gk bguss                     minimal harganyaa sama kek kualitasnya ini baju udh jlk",1
"Ko datang bajunya warna putih yaa, tapi gapapa lah",2
"Ada robek di bagian ketiak mang, sebaiknya Klo mau kirim di cek dlu barang nya",1
"Sepadan dengan Uang:tidak sepadan dengan harga
Kenyamanan:tidak nyaman
Styling:tidak

Kalau nggak minat jualan jangan jualan... 
Jahatian nggak tapi bahan tipis pokoknya tidak sesuai, 
Terimakasih",1
"KALAU MAU PACKING MENDING DI CEK DLU BARANGNYA JANGAN ASALL KIRIMMM.
PESANYA WARNA APA YG DATANG WARNA NYA APA!!!
Kecewa beratt!
PACKING ELIT
TELITI SULIT",1
"Saran Tampilan:kurang
Pas untuk Acara:gak
Kualitas:biasa aja

Bajunya gak sesuai ekspektasi tp wajar lah harga segitu kresek kresek bajunya",2
Lain kali kalau jualan yang jujur dong kak.  Masak barang bolong gini dikasi ke pembeliii.,2
TOKO TIDAK AMANAH PESAN 7 ONE SET CMN DIKIRIM 3 YANG 4 TANPA CELANA KOMPLEN TIDAK DI PROSES SEMOGA KEJUJURAN TOKONYA DI LAKUKAN,1
Gaa real pict sii masaa aku pesennyaa putih hitam malah dikasih warna celana warna hijau trus kainnya gaa memuaskan,2
"Kualitas:Lumayan

warna yang di pesan sesuai, kurang suka sama bahan baju nya, tapi gpp worth it buat harga segitu",2
"Bju nya lumayan lah cmn celana nya ga bisa dipakai,,jahitan nya ga rapi,,terpaksa hrus pakai dngn celana yang lain",2
"Yang d deakripsi produk smaa baju,,,yang datang cuma celana aja,,,,gak usah klen blanja dsni we,,,nyesall kali,,,ğŸ˜¥ğŸ˜¡",1
"Kenyamanan:pesan nya 2 stelan dtg baju satu celana 2
Kualitas:tidak amanah
Sepadan dengan Uang:kalo barang tidak ada mesti ada pembalikan uang donk.. ini harga sma tapi brang tidak sesuaiğŸ‘

Gimna nya ini. Toko tidk amanah .. pesan 2 stelan yg dtg 1 stelan 1 clna ğŸ‘ğŸ‘ğŸ‘",1
"Sepadan dengan Uang:buruk

Pesen baju stelan Dateng nya baju nya doang 
Lupa di video kan sih 
Gak amanah bgt sih",1
"Saran Tampilan:lumayan
Kualitas:aman
Kenyamanan:nyaman sih

Maaf ka bajunya kok gk ada kancingnya? Tipis banget ğŸ—¿",1
"Sangat buruk toko ini, yang dipesen warna hitam sama putih, yg datng mlh army sama putih, malah bajunya sobekkkğŸ˜¡ğŸ˜µ",1
"Saran Tampilan:tampilkan buruk, bahan tipis+jelekğŸ‘
Kenyamanan:bajunya gak serep keringatğŸ™…
Styling:burukğŸ™…",1
"Sepadan dengan Uang:lumayan
Saran Tampilan:baik
Kualitas:baik TPI celana kurang bgus",2
GK bagus banget bajunya udah sobek kok masih dijual sihğŸ˜°ğŸ˜¨ nyesel banget aku beli di toko ini,1
"Kenyamanan:bawahan nya kebesaran nggak cocok
Sepadan dengan Uang:tdk
Kualitas:7/10",2
"Celananya kekecilan terus jaitannya nggak rapi,miss V terbentuk klo pake celananya",2
"Kenyamanan:pesen baju buat anak yg dtng mlah sagede gaban
Kualitas:lumayan,,,",2
"Saran Tampilan:baju nya jelek
Kualitas:celana ny sesuai hrga lh tpi bju ny kek sampah",1
"Saran Tampilan:biasa

Bahan kainx tipis(menerawang) dan bajux terlalu kecil",2
"Kenyamanan:Kurang
Pas untuk Acara:Ga ad

Bajunya terlalu pendek dan celananya tipis",1
"Kualitas:lumayan
Styling:sesuai harga sih
Kenyamanan:enak di pakai  sehari hari",1
Sepadan dengan Uang:ya mau gk mau nama nya murah GK kn SMA dgn yg harga nya yg sepdan. kain nya panas. tangan nya GK pas d ketika,2
kalau bajunya bagus tapi kalau kulot nya jelek tipiss dann besarr sekali,1
"Styling:not worth buying
Kenyamanan:ga nyaman ,bajunya kyk bahan payung",1
Kenyamanan:bahan bajunya tidak nyaman dan panas kalau di pake,2
Sngt bagus bajunya trmksh shoppy dn untuk kurirnya hti2 d jln,2
"Kenyamanan:lmyn
Saran Tampilan:bgs, cma tps bhnny
Pas untuk Acara:pas",1
"Saran Tampilan:jahitan nya gx sesuai,, celana dan baju nya pada robek",1
Kualitas:tipis kayak kain lap tapi lumayan la sm harganya,2
"Barang jelek 
Baju nya lagi kayak jas hujan
Celananya brantakan",1
"Kualitas:sesuai harga

Bajunya kecil gak muat nyesel belinyağŸ™‚",1
"Saran Tampilan:lumayan
Sepadan dengan Uang:sepadan
Kualitas:lumayan

Pesen putih di kirim hitam hadeeeehh gimna sih ga amanah",2
Gimana ni ka saya pesen 2 yg dtg 1.. saya bayar 2 loh ka..,1
yang dikirim bajunya beda sama yang datang kecewa bangett,1
Sangat kecewa bgt sih belanja disini saya pesan 2 yg dtg cuman 1 mana bayarnya dua lagi admin ny juga ribet,2
"ga sesuai sama yg saya pesan, katanya one set pas datang kok cuma celana? kecewa bgt si
jelas jelas saya pesan nya yg one set yg isi nya celana sama baju tapi yang dtg cuma celana",1
"Jgn kegoda sama murahnya ğŸ˜…
Kualitas jelek banget ğŸ˜",1
"Saran Tampilan:jahitannya kurang rapi
Kualitas:standar sesuai sams harga
Styling:kurang puas

Lumayan kecewa sama bahannya, tapi gapapa lah sesuai harga juga bahannya",2
"Saran Tampilan:KK coba di cek kembali pesanan saya,saya pesan 4 pasang yg datang kok cuma satu pasang gimana ini KK padahal lebaran mau di pakai.saya gak mau tau ya KK tau nya uang saya kembali kasian sama anak saya dan teman 2 nya gak bisa pakai baju sama.saya ingin uang saya kembali ya KK.kalau tidak Ama toko ini akan saya viralkan",1
"Baju ank 10 Thun kok yg dtng baju emk"" gede bngt ,,GX sesuai bngt sih asal bngt jualan y",1
"Pas untuk Acara:cuaca dingin
Sepadan dengan Uang:iya
Kenyamanan:panas banget bahannya",2
"Sayaa kecewa berat

Saya beli duaaa di anter cumaa satuuu gimana dong ada yg bisa bantu",1
"Saya pesan 2 ehhh yang datang cuma satu pdhl kan byr nya 2 brng saya minta pertanggung jawaban nya, respon lama lagi kan org rugi jadi nya",1
Saran Tampilan:bagus sih tapi kenapa panjang pendekk bawah nya,1
"tokonya gk amanah barang yg dikirim tidak sesuai dengan pesanan
saya pesan setelan kemejanya gak dikirim",1
"Saran Tampilan:c
Kualitas:c

Kain bajunya keras banget,jahitan celananya gk rapi sama sekali",1
hati2 kalu beli di toko ini.ukuran di deskripsi gak sama dengan yang diterima,1
"jahitannya ga rapi, bahan nya jg jelek ga sesuai ekspetasi",2
"Maaf ya kak,aku gk tau kayak gimna barang nya,barangnya ngak sampai sma aku,aku tanya sma kekuarga juga gk ada yg nerima paketnya,jadi aku ngak tau gimna produk kknyağŸ¥°",1
"Kenyamanan:lumayan
Pas untuk Acara:cocok tpi baju nya bau min tpi enak kok di pake ğŸ˜‰
Saran Tampilan:menurut sya celana nya jgn terlalu longgar bawah nya",1
"Styling:b aja
Kualitas:kain nya tipis bgt
Kenyamanan:panas dipake",2
"Saran Tampilan:tak sesuai,baju kaku ,celana gak sesuai",2
"Kualitas:hareudanggggg
Sepadan dengan Uang:ya
Saran Tampilan:menarik

Baju nya bahanya payung / anti air . hareudang hareudang panas dan hareudanggg .",2
"celana nya lumayan si bisa di pake sehari hari, baju nya ada yang kotor, trus nerawang",2
"Sepadan dengan Uang:barang sesuai dengan hrga lah ya
Styling:gk terlalu suka bajunya, soalnya bagian bawah karet
Kenyamanan:lumayan lah",2
"sesuai sama difoto sih tp ga expect kain bajunya ternyta kyak kertas gtu dan kyaknya gampang luntur, pengirimannya jg agak lama",2
Pesan warna hitam sama army Dateng nya 1 warna aja gimana ini kk,1
"Pas untuk Acara:pake keseharian
Kualitas:tipis
Saran Tampilan:-

Tipis tapi cocok si dengan harga segitu",2
"Styling:?
Saran Tampilan:kurang 1
Sepadan dengan Uang:tidak

Mba ini mksdnya gimana ya tulisan nya setelan tp ko cuma ada celana nya doang baju nya gak ada",1
"Tidak sesuai pesanan 
Pesennya putih hitam, datengnya hitam hitam",1
"PS nyampe sih bagus,Kong PS d cuci bajunya jahitannya trlepas""
Pdhl Bru 1 kli cuci aplgu klw udh brkalii""
Llu celanany ad noda' llu susah banget kluar
DuhhhğŸ˜ ğŸ˜“",1
"Kualitas:jahitan mleyot2, pas di lengan ikut kejahit jd g bisa dipakai",2
"Kenyamanan:kaya payungg huaaağŸ˜­ğŸ¤£
Kualitas:ga bagus tpi bagus sih ah Gatau deh",2
"Tampilan:bagus tapi celananya sobek sedikit
Warna:bagus",1
"Sangat buruk, saya bayar 2 co 2 tapi yang di kirim 1, waktu live saya coba tanya, katanya suruh kirimkan video unboxing, waktu saya kirim video unboxing nya, tetapi tidak ada respon sama sekali.",1
"Tampilan:celana tidak sesuai foto  jahitan jelek

Untuk warna pas aja sesuai foto",2
"Warna:sesuai

Baju nya ke kekecilan, bahan nya kyak bahan payung",1
"Styling:setau saya kalo beli ini satu setel,eh pas paketnya Dateng TK bukak cuman baju ga ada celananya",1
"Tampilan:Bahan Nya panas malahan kaya jaket
Warna:warna nya si sesuai

kecewa banget si. Di kirain nya bahan nya bagus gatau nya malahan kaya jaket gtu bahan nya",1
"Bahan bagus tapi syg banget kurang amanah yang di pesan 2 psang yg datangnya 1 pasang ,sementara harga yg di bayar seharga 2 pasang kecewa banget si padahal disitu tertera 2 pcs tapi yg ad di dlamnya cuman 1",1
"Wearing Comfort:gak nyaman
Value for Money:harga murah
Suggested Look:tampilan sih oke

Buat kalian yang penasaran boleh dicoba tapi jangan nyesel, soalnya bahannya tuh kurang bagus gitu. Bahan bajunya kayak buat gorden. Terus celananya tipis banget. Pas nonton di live tuh yg di review keliatan bagus gitu. Pas udah CO kok gak sama kayak yang di review pas live?buat pelajaran aja ya jangan tergiur dengan harga yang murah. Buat sellernya lain mending jualan baju yang emang punya kualitas biar nggak ngecewain pelanggan.",1
"Saran Tampilan:baik
Pas untuk Acara:jalan2 aja

Bajunya bagus, cantik, keren dechh.. Maksih cuman pngirimn sangat lama lebih dari 10 hari",2
Tidak sesuai yang dipesan,2
"Sesuai harga,,agak tipis bajunya",1
